State Imports by HS Commodities,,,,,,,
Current date: 07/30/2025 1:51 PM (Eastern Daylight Time),,,,,,,
State,Commodity,Country,Time,Vessel Value ($US),Customs Containerized Vessel Value (Gen) ($US),Vessel SWT (kg),Containerized Vessel SWT (Gen) (kg)
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-18,"983,182","983,182","163,850","163,850"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-18,"1,084,214","1,084,214","163,200","163,200"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-18,"1,685,668","1,685,668","299,650","299,650"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-18,"1,554,513","1,554,513","249,807","249,807"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-18,"788,487","788,487","137,064","137,064"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-19,"1,665,602","1,665,602","275,838","275,838"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-19,"1,270,766","1,270,766","263,503","263,503"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-19,"753,337","753,337","137,700","137,700"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-19,"996,149","996,149","147,124","147,124"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-19,"746,281","746,281","127,154","127,154"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-19,"612,526","612,526","104,830","104,830"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-19,"527,771","527,771","84,747","84,747"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-19,"1,135,475","1,135,475","178,185","178,185"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-19,"698,608","698,608","115,889","115,889"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-19,"810,494","810,494","132,942","132,942"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-19,"644,146","644,146","118,253","118,253"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-19,"360,316","360,316","63,835","63,835"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-20,"536,675","536,675","98,276","98,276"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-20,"640,699","640,699","96,663","96,663"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-20,"411,834","411,834","58,454","58,454"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-20,"459,431","459,431","73,058","73,058"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-20,"655,890","655,890","106,590","106,590"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-20,"844,472","844,472","126,642","126,642"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-20,"823,278","823,278","132,332","132,332"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-20,"611,820","611,820","96,528","96,528"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-20,"326,705","326,705","72,817","72,817"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-20,"1,916,465","1,916,465","318,033","318,033"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-20,"859,176","859,176","147,185","147,185"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-20,"1,716,472","1,716,472","263,584","263,584"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-21,"901,320","901,320","129,563","129,563"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Feb-21,"620,051","620,051","118,443","118,443"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-21,"520,969","520,969","76,167","76,167"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-21,"510,453","510,453","91,528","91,528"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-21,"549,804","549,804","91,993","91,993"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jun-21,"782,397","782,397","112,774","112,774"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-21,"647,095","647,095","108,140","108,140"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-21,"324,324","324,324","46,339","46,339"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-21,"238,276","238,276","50,986","50,986"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Oct-21,"1,093,145","1,093,145","146,834","146,834"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Nov-21,"1,252,553","1,252,553","170,421","170,421"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Dec-21,"365,982","365,982","65,211","65,211"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jan-22,"225,949","225,949","29,561","29,561"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Mar-22,"132,331","132,331","18,864","18,864"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-22,"56,883","56,883","5,243","5,243"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Jul-22,"5,461","5,461",613,613
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Aug-22,"88,897","88,897","13,876","13,876"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-23,"9,111","9,111","1,422","1,422"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,May-24,"6,157","6,157","1,169","1,169"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Sep-24,"54,626","54,626","11,336","11,336"
Arkansas,"05 Products Of Animal Origin, Nesoi",Asia - Other,Apr-25,"78,216","78,216","11,943","11,943"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-10,"10,573","10,573","16,996","16,996"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-10,"9,625","9,625","16,312","16,312"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-10,"10,505","10,505","16,888","16,888"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-10,"10,240","10,240","17,038","17,038"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-10,"10,435","10,435","17,362","17,362"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Aug-10,"10,519","10,519","17,482","17,482"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Sep-10,"10,174","10,174","17,450","17,450"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Oct-10,"36,793","36,793","35,326","35,326"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-10,"10,705","10,705","16,987","16,987"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-10,"11,598","11,598","17,488","17,488"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-11,"194,862","194,862","248,411","248,411"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-11,"12,768","12,768","17,330","17,330"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-11,"135,054","135,054","172,143","172,143"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-11,"57,267","57,267","74,491","74,491"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-11,"96,350","96,350","116,228","116,228"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Aug-11,"63,797","63,797","76,911","76,911"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Sep-11,"110,930","110,930","132,787","132,787"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Oct-11,"48,491","48,491","57,527","57,527"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-11,"103,637","103,637","133,775","133,775"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-11,"45,132","45,132","58,097","58,097"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-12,"12,843","12,843","17,752","17,752"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-12,"52,069","52,069","55,487","55,487"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-12,"53,459","53,459","58,711","58,711"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-12,"52,999","52,999","57,485","57,485"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-13,"48,122","48,122","17,350","17,350"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-13,"83,092","83,092","74,955","74,955"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-14,"190,304","190,304","169,506","169,506"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-14,"133,532","133,532","115,671","115,671"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-14,"67,671","67,671","57,035","57,035"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-14,"76,879","76,879","56,179","56,179"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Aug-14,"66,834","66,834","55,676","55,676"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Sep-14,"76,173","76,173","55,664","55,664"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Oct-14,"62,827","62,827","56,505","56,505"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-14,"60,002","60,002","56,134","56,134"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-14,"30,652","30,652","28,676","28,676"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-16,"54,595","54,595","57,922","57,922"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-17,"30,815","30,815","28,763","28,763"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-17,"145,076","145,076","103,164","103,164"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-17,"30,952","30,952","28,890","28,890"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-19,"317,501","317,501","132,344","132,344"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-19,"75,781","75,781","27,581","27,581"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-19,"77,729","77,729","28,288","28,288"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-19,"76,692","76,692","27,911","27,911"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Aug-19,"76,731","76,731","27,925","27,925"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-19,"11,632","11,632","9,260","9,260"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-19,"33,898","33,898","26,632","26,632"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-20,"35,796","35,796","28,091","28,091"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-20,"367,483","367,483","198,045","198,045"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-20,"371,330","371,330","227,009","227,009"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-21,"454,969","454,969","225,536","225,536"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-21,"205,928","205,928","113,311","113,311"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-21,"483,576","483,576","199,672","199,672"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-21,"584,014","532,574","311,607","283,066"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-21,"567,016","567,016","283,788","283,788"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-21,"452,445","452,445","198,342","198,342"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-21,"115,321","115,321","57,262","57,262"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Aug-21,"104,135","104,135","57,129","57,129"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Sep-21,"49,161","49,161","22,593","22,593"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Oct-21,"100,137","100,137","56,225","56,225"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-21,"45,952","45,952","28,251","28,251"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-21,"657,698","657,698","338,200","338,200"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-22,"65,449","65,449","27,983","27,983"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-22,"218,719","218,719","84,744","84,744"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-22,"288,807","288,807","111,745","111,745"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-22,"116,399","116,399","27,136","27,136"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-22,"251,950","251,950","84,583","84,583"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Sep-22,"317,450","317,450","82,264","82,264"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Oct-22,"38,717","38,717","5,662","5,662"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-22,"129,053","129,053","27,150","27,150"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-22,"253,251","253,251","84,456","84,456"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-23,"500,503","500,503","167,479","167,479"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-23,"210,048","210,048","84,141","84,141"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-23,"752,945","752,945","249,099","249,099"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-23,"195,632","195,632","55,030","55,030"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-23,"110,425","110,425","28,450","28,450"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-23,"504,670","504,670","165,214","165,214"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-23,"514,495","514,495","164,658","164,658"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Aug-23,"225,414","225,414","85,649","85,649"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Sep-23,"115,579","115,579","26,306","26,306"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Oct-23,"115,965","115,965","54,796","54,796"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Nov-23,"196,314","196,314","84,258","84,258"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Dec-23,"65,885","65,885","28,275","28,275"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jan-24,"559,431","559,431","197,484","197,484"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Feb-24,"175,147","175,147","55,406","55,406"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Mar-24,"65,786","65,786","28,500","28,500"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Apr-24,"66,327","66,327","28,271","28,271"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,May-24,"87,790","87,790","28,490","28,490"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jun-24,"426,994","426,994","137,377","137,377"
Arkansas,"05 Products Of Animal Origin, Nesoi",Australia and Oceania,Jul-24,"43,639","43,639","28,359","28,359"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Apr-19,"59,097","59,097","13,722","13,722"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,May-19,"58,202","58,202","13,466","13,466"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jun-19,"58,793","58,793","13,764","13,764"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jul-20,"54,269","54,269","13,717","13,717"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Aug-20,"2,079","2,079",318,318
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Nov-20,"151,926","151,926","173,426","173,426"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Dec-20,"124,955","124,955","142,131","142,131"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jan-21,"109,691","109,691","122,706","122,706"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Mar-21,"198,985","198,985","19,184","19,184"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,May-21,"55,719","55,719","11,423","11,423"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jun-21,"176,147","176,147","35,313","35,313"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Aug-21,"293,183","293,183","59,955","59,955"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Sep-21,"238,882","238,882","48,006","48,006"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Oct-21,"51,246","51,246","3,300","3,300"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Feb-22,"175,743","175,743","35,510","35,510"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Apr-22,"117,263","117,263","23,395","23,395"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jul-22,"121,662","121,662","23,049","23,049"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Nov-22,"58,676","58,676","11,537","11,537"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jan-23,"62,513","62,513","11,670","11,670"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Oct-23,"110,968","110,968","21,386","21,386"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Nov-23,"54,885","54,885","13,870","13,870"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Dec-23,"52,937","52,937","10,830","10,830"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,May-24,"50,875","50,875","10,920","10,920"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Jul-24,"52,883","52,883","11,299","11,299"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Sep-24,"84,908","84,908","18,865","18,865"
Arkansas,"05 Products Of Animal Origin, Nesoi",Europe,Dec-24,"43,553","43,553","10,087","10,087"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Oct-08,"18,314","18,314","2,621","2,621"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Nov-08,"24,288","24,288","4,387","4,387"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Feb-09,"26,094","26,094","10,684","10,684"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Mar-09,"31,122","31,122","10,244","10,244"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Aug-09,"42,625","42,625","10,656","10,656"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Oct-09,"35,940","35,940","8,142","8,142"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Jan-10,"35,419","35,419","5,759","5,759"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Feb-10,"2,584",,259,
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Apr-10,"24,386","24,386","8,141","8,141"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Jul-10,"37,911","37,911","9,185","9,185"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Sep-10,"71,264","71,264","16,445","16,445"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Nov-10,"23,454","23,454","11,616","11,616"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Jan-11,"53,648","53,648","19,575","19,575"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Mar-11,"38,566","38,566","12,959","12,959"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Apr-11,"22,696","22,696","13,011","13,011"
Arkansas,"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Asia - South,Aug-11,"31,920","31,920","12,923","12,923"
